bldgid,district,boro,school,programcategory,source,geom,cd,school_district
K016,14,K,P.S. 16,Flood Elimination,sca_cp_added_projects,0101000020E610000092E50D2B927D52C07327808D605A4440,301,14
K174,19,K,P.S. 174,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000460B8D52727952C0D59B1B5D2D554440,305,19
K174,19,K,P.S. 174,Student Toilets,sca_cp_added_projects,0101000020E6100000460B8D52727952C0D59B1B5D2D554440,305,19
K174,19,K,P.S. 174,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000460B8D52727952C0D59B1B5D2D554440,305,19
K176,20,K,P.S. 176,Lighting Fixtures,sca_cp_added_projects,0101000020E61000000AC49B46558052C0FD8E4E8CFA4F4440,310,20
K176,20,K,P.S. 176,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000000AC49B46558052C0FD8E4E8CFA4F4440,310,20
K465,78K,K,ERASMUS HALL CAMPUS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E610000007438531427D52C0E4FD150926534440,314,17
K465,78K,K,ERASMUS HALL CAMPUS,Waste System,sca_cp_added_projects,0101000020E610000007438531427D52C0E4FD150926534440,314,17
K465,78K,K,ERASMUS HALL CAMPUS,Student Toilets,sca_cp_added_projects,0101000020E610000007438531427D52C0E4FD150926534440,314,17
K465,78K,K,ERASMUS HALL CAMPUS,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000007438531427D52C0E4FD150926534440,314,17
K465,78K,K,ERASMUS HALL CAMPUS,Cafeteria / Multipurpose Room Upgrade,sca_cp_added_projects,0101000020E610000007438531427D52C0E4FD150926534440,314,17
K480,78K,K,BUSHWICK HS,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000DB7188FE597A52C003AE4EC024594440,304,32
K480,78K,K,BUSHWICK EDUCATIONAL CAMPUS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000DB7188FE597A52C003AE4EC024594440,304,32
K480,78K,K,BUSHWICK EDUCATIONAL CAMPUS,Parapets,sca_cp_added_projects,0101000020E6100000DB7188FE597A52C003AE4EC024594440,304,32
K480,78K,K,BUSHWICK EDUCATIONAL CAMPUS,Roofs,sca_cp_added_projects,0101000020E6100000DB7188FE597A52C003AE4EC024594440,304,32
K480,78K,K,BUSHWICK EDUCATIONAL CAMPUS,Accessibility,sca_cp_added_projects,0101000020E6100000DB7188FE597A52C003AE4EC024594440,304,32
K147,14,K,P.S. 147,Roofs,sca_cp_added_projects,0101000020E61000008F5FEAC6147C52C0817FB9F93D5A4440,301,14
K147,14,K,P.S. 147,Student Toilets,sca_cp_added_projects,0101000020E61000008F5FEAC6147C52C0817FB9F93D5A4440,301,14
K192,20,K,P.S. 192,Roofs,sca_cp_added_projects,0101000020E6100000E9AE9FC7B07E52C0A2E502857C504440,312,20
K192,20,K,P.S. 192,Parapets,sca_cp_added_projects,0101000020E6100000E9AE9FC7B07E52C0A2E502857C504440,312,20
K192,20,K,P.S. 192,Flood Elimination,sca_cp_added_projects,0101000020E6100000E9AE9FC7B07E52C0A2E502857C504440,312,20
K192,20,K,P.S. 192,Climate Control,sca_cp_added_projects,0101000020E6100000E9AE9FC7B07E52C0A2E502857C504440,312,20
K192,20,K,P.S. 192,Student Toilets,sca_cp_added_projects,0101000020E6100000E9AE9FC7B07E52C0A2E502857C504440,312,20
K314,20,K,P.S. 314,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E6100000C6009C193D8152C0F96882142B524440,307,20
K314,20,K,P.S. 314,Ventilation,sca_cp_added_projects,0101000020E6100000C6009C193D8152C0F96882142B524440,307,20
K314,20,K,P.S. 314,Student Toilets,sca_cp_added_projects,0101000020E6100000C6009C193D8152C0F96882142B524440,307,20
K314,20,K,P.S. 314,Roofs,sca_cp_added_projects,0101000020E6100000C6009C193D8152C0F96882142B524440,307,20
K314,20,K,P.S. 314,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000C6009C193D8152C0F96882142B524440,307,20
K314,20,K,P.S. 314,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000C6009C193D8152C0F96882142B524440,307,20
K314,20,K,P.S. 314,Accessibility,sca_cp_added_projects,0101000020E6100000C6009C193D8152C0F96882142B524440,307,20
K314,20,K,P.S. 314,Parapets,sca_cp_added_projects,0101000020E6100000C6009C193D8152C0F96882142B524440,307,20
K018,14,K,P.S. 18,Student Toilets,sca_cp_added_projects,0101000020E61000003C79AB69967C52C01779D1BCFD5A4440,301,14
K018,14,K,P.S. 18,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E61000003C79AB69967C52C01779D1BCFD5A4440,301,14
K149,19,K,P.S. 149,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000005DDA0FFD227952C0DE975B96AD554440,305,19
K041,23,K,P.S. 41,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000019980140B7A52C038BBDCCD89544440,316,23
K041,23,K,P.S. 41,Student Toilets,sca_cp_added_projects,0101000020E6100000019980140B7A52C038BBDCCD89544440,316,23
K041,23,K,P.S. 41,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000019980140B7A52C038BBDCCD89544440,316,23
K239,21,K,I.S. 239,Climate Control,sca_cp_cancelled_projects,0101000020E610000054522843847F52C0ADFE3EE6104A4440,313,21
K239,21,K,I.S. 239,Lighting Fixtures,sca_cp_added_projects,0101000020E610000054522843847F52C0ADFE3EE6104A4440,313,21
K239,21,K,I.S. 239,Lighting Fixtures,sca_cp_cancelled_projects,0101000020E610000054522843847F52C0ADFE3EE6104A4440,313,21
K239,21,K,I.S. 239,Student Toilets,sca_cp_added_projects,0101000020E610000054522843847F52C0ADFE3EE6104A4440,313,21
K229,20,K,P.S. 229,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000A92CCE97DE8052C034678E521F4E4440,311,20
K229,20,K,P.S. 229,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000A92CCE97DE8052C034678E521F4E4440,311,20
K229,20,K,P.S. 229,Domestic Piping,sca_cp_advanced_projects,0101000020E6100000A92CCE97DE8052C034678E521F4E4440,311,20
K229,20,K,P.S. 229,Electrical Systems,sca_cp_added_projects,0101000020E6100000A92CCE97DE8052C034678E521F4E4440,311,20
K120,14,K,P.S. 120,Technology,sca_cp_added_projects,0101000020E6100000BE8B3F93067C52C0064E87DCB4594440,304,14
K120,14,K,P.S. 120,Electrical Systems,sca_cp_added_projects,0101000020E6100000BE8B3F93067C52C0064E87DCB4594440,304,14
K120,14,K,P.S. 120,Student Toilets,sca_cp_added_projects,0101000020E6100000BE8B3F93067C52C0064E87DCB4594440,304,14
K778,78K,K,EL PUENTE HS,Electrical Systems,sca_cp_added_projects,0101000020E6100000ACDFC2A22A7D52C0489B82D24E5A4440,301,14
K230,15,K,P.S. 230,Electrical Systems,sca_cp_added_projects,0101000020E6100000CF4729CBC07E52C0FC1E615FA3524440,312,15
K321,15,K,P.S. 321,Low-Voltage Electrical Systems,sca_cp_added_projects,0101000020E61000004E6F7E29A27E52C0C03B7372FE554440,306,15
K321,15,K,P.S. 321,Student Toilets,sca_cp_added_projects,0101000020E61000004E6F7E29A27E52C0C03B7372FE554440,306,15
K321,15,K,P.S. 321,Playground Redevelopment,sca_cp_added_projects,0101000020E61000004E6F7E29A27E52C0C03B7372FE554440,306,15
K321,15,K,P.S. 321,Lighting Fixtures,sca_cp_added_projects,0101000020E61000004E6F7E29A27E52C0C03B7372FE554440,306,15
K321,15,K,P.S. 321,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E61000004E6F7E29A27E52C0C03B7372FE554440,306,15
K721,78K,K,BROOKLYN STUDIO  (TANDEM K128),Emergency Lighting and Fire Safety Retrofits,sca_cp_added_projects,0101000020E61000003B9A05E5AE7F52C08D5FE818704D4440,311,21
K721,78K,K,BROOKLYN STUDIO  (TANDEM K128),Roofs,sca_cp_added_projects,0101000020E61000003B9A05E5AE7F52C08D5FE818704D4440,311,21
K721,78K,K,BROOKLYN STUDIO  (TANDEM K128),Windows,sca_cp_added_projects,0101000020E61000003B9A05E5AE7F52C08D5FE818704D4440,311,21
K128,21,K,P.S. 128 (TANDEM BROOKLYN STUDIO),Exterior Masonry,sca_cp_added_projects,0101000020E61000003B9A05E5AE7F52C08D5FE818704D4440,311,21
K128,21,K,P.S. 128 (TANDEM BROOKLYN STUDIO),Windows,sca_cp_added_projects,0101000020E61000003B9A05E5AE7F52C08D5FE818704D4440,311,21
K128,21,K,P.S. 128 (TANDEM BROOKLYN STUDIO),Emergency Lighting and Fire Safety Retrofits,sca_cp_added_projects,0101000020E61000003B9A05E5AE7F52C08D5FE818704D4440,311,21
K625,78K,K,ROBESON HS COMP&BUS TC (A HML),Gymnasium Upgrade,sca_cp_added_projects,0101000020E610000047426F2B1D7C52C0F845521184564440,308,17
K625,78K,K,ROBESON HS COMP&BUS TC (A HML),Lighting Fixtures,sca_cp_added_projects,0101000020E610000047426F2B1D7C52C0F845521184564440,308,17
K625,78K,K,ROBESON HS COMP&BUS TC (A HML),Lighting Fixtures,sca_cp_added_projects,0101000020E610000047426F2B1D7C52C0F845521184564440,308,17
K625,78K,K,ROBESON HS COMP&BUS TC (A HML),Gymnasium Upgrade,sca_cp_advanced_projects,0101000020E610000047426F2B1D7C52C0F845521184564440,308,17
K625,78K,K,ROBESON HS COMP&BUS TC (A HML),Electrical Systems,sca_cp_added_projects,0101000020E610000047426F2B1D7C52C0F845521184564440,308,17
K263,23,K,P.S./I.S. 323,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000C8C95166527A52C00B43FFAB45554440,316,23
K263,23,K,P.S./I.S. 323,Playground Redevelopment,sca_cp_added_projects,0101000020E6100000C8C95166527A52C00B43FFAB45554440,316,23
K263,23,K,P.S./I.S. 323,Cafeteria / Multipurpose Room Upgrade,sca_cp_added_projects,0101000020E6100000C8C95166527A52C00B43FFAB45554440,316,23
K298,23,K,P.S. 298,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000740C7D0E187A52C067EE7ACCE3554440,316,23
K298,23,K,P.S. 298,Playgrounds,sca_cp_added_projects,0101000020E6100000740C7D0E187A52C067EE7ACCE3554440,316,23
K298,23,K,P.S. 298,Technology,sca_cp_added_projects,0101000020E6100000740C7D0E187A52C067EE7ACCE3554440,316,23
K298,23,K,P.S. 298,Auditorium  Upgrade,sca_cp_added_projects,0101000020E6100000740C7D0E187A52C067EE7ACCE3554440,316,23
K298,23,K,P.S. 298,Technology,sca_cp_added_projects,0101000020E6100000740C7D0E187A52C067EE7ACCE3554440,316,23
K490,78K,K,FORT HAMILTON HS,Electrical Systems,sca_cp_added_projects,0101000020E6100000C26209DB6F8252C0D807CA5B3B504440,310,20
K490,78K,K,FORT HAMILTON HS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000C26209DB6F8252C0D807CA5B3B504440,310,20
K490,78K,K,FORT HAMILTON HS,Student Toilets,sca_cp_added_projects,0101000020E6100000C26209DB6F8252C0D807CA5B3B504440,310,20
K052,22,K,P.S. 52,Parapets,sca_cp_added_projects,0101000020E6100000A06006302B7C52C0EC7611C74F4B4440,315,22
K052,22,K,P.S. 52,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000A06006302B7C52C0EC7611C74F4B4440,315,22
K052,22,K,P.S. 52,Exterior Masonry,sca_cp_added_projects,0101000020E6100000A06006302B7C52C0EC7611C74F4B4440,315,22
K052,22,K,P.S. 52,Electrical Systems,sca_cp_added_projects,0101000020E6100000A06006302B7C52C0EC7611C74F4B4440,315,22
K052,22,K,P.S. 52,Roofs,sca_cp_added_projects,0101000020E6100000A06006302B7C52C0EC7611C74F4B4440,315,22
K052,22,K,P.S. 52,Student Toilets,sca_cp_added_projects,0101000020E6100000A06006302B7C52C0EC7611C74F4B4440,315,22
K214,19,K,P.S. 214,Student Toilets,sca_cp_added_projects,0101000020E61000004187F2B73A7752C088A3CC3C83564440,305,19
K214,19,K,P.S. 214,Toilets-Students,sca_cp_advanced_projects,0101000020E61000004187F2B73A7752C088A3CC3C83564440,305,19
K214,19,K,P.S. 214,Lighting Fixtures,sca_cp_added_projects,0101000020E61000004187F2B73A7752C088A3CC3C83564440,305,19
K214,19,K,P.S. 214,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000004187F2B73A7752C088A3CC3C83564440,305,19
K214,19,K,P.S. 214,Gymnasium Upgrade,sca_cp_added_projects,0101000020E61000004187F2B73A7752C088A3CC3C83564440,305,19
K214,19,K,P.S. 214,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E61000004187F2B73A7752C088A3CC3C83564440,305,19
K214,19,K,P.S. 214,Technology,sca_cp_added_projects,0101000020E61000004187F2B73A7752C088A3CC3C83564440,305,19
K214,19,K,P.S. 214,Technology,sca_cp_added_projects,0101000020E61000004187F2B73A7752C088A3CC3C83564440,305,19
K114,18,K,P.S. 114,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000010B47DBE1A7A52C0EC76B15143524440,318,18
K114,18,K,P.S. 114,Student Toilets,sca_cp_added_projects,0101000020E610000010B47DBE1A7A52C0EC76B15143524440,318,18
K114,18,K,P.S. 114,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E610000010B47DBE1A7A52C0EC76B15143524440,318,18
K212,21,K,P.S. 212,Roofs,sca_cp_added_projects,0101000020E610000081529747107F52C0EA8311EB364B4440,313,21
K212,21,K,P.S. 212,Windows,sca_cp_added_projects,0101000020E610000081529747107F52C0EA8311EB364B4440,313,21
K212,21,K,P.S. 212,Parapets,sca_cp_added_projects,0101000020E610000081529747107F52C0EA8311EB364B4440,313,21
K249,17,K,P.S. 249,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000ECA76063DA7D52C03F38715A22534440,314,17
K249,17,K,P.S. 249,Student Toilets,sca_cp_added_projects,0101000020E6100000ECA76063DA7D52C03F38715A22534440,314,17
K914,78K,K,BENJAMIN BANNEKER ACADEMY,Lighting Fixtures,sca_cp_added_projects,0101000020E61000007ABC3947007E52C0F63CBCA902594440,302,13
K455,78K,K,BOYS & GIRLS HS,Technology,sca_cp_added_projects,0101000020E610000095E06E649F7B52C08FB4EB6CD8564440,303,16
K455,78K,K,BOYS & GIRLS HS,Electrical Systems,sca_cp_added_projects,0101000020E610000095E06E649F7B52C08FB4EB6CD8564440,303,16
K455,78K,K,BOYS & GIRLS HS,Auditorium  Upgrade,sca_cp_added_projects,0101000020E610000095E06E649F7B52C08FB4EB6CD8564440,303,16
K455,78K,K,BOYS & GIRLS HS,Auditorium  Upgrade,sca_cp_advanced_projects,0101000020E610000095E06E649F7B52C08FB4EB6CD8564440,303,16
K455,78K,K,BOYS & GIRLS HS,Cafeteria / Multipurpose Room Upgrade,sca_cp_added_projects,0101000020E610000095E06E649F7B52C08FB4EB6CD8564440,303,16
K284,23,K,P.S. 284,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000029B992B3167A52C0F7C274675E554440,316,23
K284,23,K,P.S. 284,Electrical Systems,sca_cp_added_projects,0101000020E610000029B992B3167A52C0F7C274675E554440,316,23
K284,23,K,P.S. 284,Interior Spaces,sca_cp_added_projects,0101000020E610000029B992B3167A52C0F7C274675E554440,316,23
K101,21,K,P.S. 101,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000005F6A25567C7F52C0111DE5F4764C4440,311,21
K101,21,K,P.S. 101,Parapets,sca_cp_added_projects,0101000020E61000005F6A25567C7F52C0111DE5F4764C4440,311,21
K101,21,K,P.S. 101,Electrical Systems,sca_cp_added_projects,0101000020E61000005F6A25567C7F52C0111DE5F4764C4440,311,21
K101,21,K,P.S. 101,Exterior Masonry,sca_cp_added_projects,0101000020E61000005F6A25567C7F52C0111DE5F4764C4440,311,21
K101,21,K,P.S. 101,Roofs,sca_cp_added_projects,0101000020E61000005F6A25567C7F52C0111DE5F4764C4440,311,21
K101,21,K,P.S. 101,Lighting Fixtures,sca_cp_added_projects,0101000020E61000005F6A25567C7F52C0111DE5F4764C4440,311,21
K273,19,K,P.S. 273,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000007EAE930F467852C0C20AE7C949544440,305,19
K273,19,K,P.S. 273,Lighting Fixtures,sca_cp_added_projects,0101000020E61000007EAE930F467852C0C20AE7C949544440,305,19
K273,19,K,P.S. 273,Climate Control,sca_cp_added_projects,0101000020E61000007EAE930F467852C0C20AE7C949544440,305,19
K332,23,K,P.S. 332,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000021EAA32CFC7952C09238C8F70A564440,316,23
K332,23,K,P.S. 332,Technology,sca_cp_added_projects,0101000020E610000021EAA32CFC7952C09238C8F70A564440,316,23
K332,23,K,P.S. 332,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E610000021EAA32CFC7952C09238C8F70A564440,316,23
K021,16,K,P.S. 21,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000EB5387A04E7B52C0EA9788B215574440,303,16
K021,16,K,P.S. 21,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000EB5387A04E7B52C0EA9788B215574440,303,16
K021,16,K,P.S. 21,Student Toilets,sca_cp_added_projects,0101000020E6100000EB5387A04E7B52C0EA9788B215574440,303,16
K148,75K,K,P.S. 373 (OLD P148),Student Toilets,sca_cp_added_projects,0101000020E6100000E62F8E577E7C52C086EA7EE27F594440,303,14
K148,75K,K,P.S. 373 (OLD P148),Reinforcing Support Elements,sca_cp_added_projects,0101000020E6100000E62F8E577E7C52C086EA7EE27F594440,303,14
K148,75K,K,P.S. 373 (OLD P148),Parapets,sca_cp_added_projects,0101000020E6100000E62F8E577E7C52C086EA7EE27F594440,303,14
K148,75K,K,P.S. 373 (OLD P148),Lighting Fixtures,sca_cp_added_projects,0101000020E6100000E62F8E577E7C52C086EA7EE27F594440,303,14
K148,75K,K,P.S. 373 (OLD P148),Lighting Fixtures,sca_cp_added_projects,0101000020E6100000E62F8E577E7C52C086EA7EE27F594440,303,14
K148,75K,K,P.S. 373 (OLD P148),IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000E62F8E577E7C52C086EA7EE27F594440,303,14
K148,75K,K,P.S. 373 (OLD P148),Flood Elimination,sca_cp_added_projects,0101000020E6100000E62F8E577E7C52C086EA7EE27F594440,303,14
K148,75K,K,P.S. 373 (OLD P148),Exterior Masonry,sca_cp_added_projects,0101000020E6100000E62F8E577E7C52C086EA7EE27F594440,303,14
K148,75K,K,P.S. 373 (OLD P148),Student Toilets,sca_cp_added_projects,0101000020E6100000E62F8E577E7C52C086EA7EE27F594440,303,14
K237,20,K,LUCRETIA MARCIGLIANO CAMPUS,Playgrounds,sca_cp_added_projects,0101000020E6100000BE9F9295267F52C07352FE0EAD4D4440,311,21
K150,23,K,P.S. 150,Student Toilets,sca_cp_added_projects,0101000020E6100000D3B3C1D5ED7952C0255508269A554440,316,23
K150,23,K,P.S. 150,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000D3B3C1D5ED7952C0255508269A554440,316,23
K150,23,K,P.S. 150,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000D3B3C1D5ED7952C0255508269A554440,316,23
K150,23,K,P.S. 150,Student Toilets,sca_cp_added_projects,0101000020E6100000D3B3C1D5ED7952C0255508269A554440,316,23
K150,23,K,P.S. 150,Electrical Systems,sca_cp_added_projects,0101000020E6100000D3B3C1D5ED7952C0255508269A554440,316,23
K185,20,K,P.S. 185,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000B4B641B7238252C018C5980BD24F4440,310,20
K085,75K,K,P.S. 753 (OLD P85/STERLING HS),Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000EB8EA5E4077E52C042FF94665E574440,302,13
K085,75K,K,P.S. 753 (OLD P85/STERLING HS),IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000EB8EA5E4077E52C042FF94665E574440,302,13
K085,75K,K,P.S. 753 (OLD P85/STERLING HS),Low-Voltage Electrical Systems,sca_cp_added_projects,0101000020E6100000EB8EA5E4077E52C042FF94665E574440,302,13
K186,20,K,P.S. 186,Electrical Systems,sca_cp_cancelled_projects,0101000020E6100000139736F5A17F52C09EE80684324E4440,311,20
K186,20,K,P.S. 186,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000139736F5A17F52C09EE80684324E4440,311,20
K186,20,K,P.S. 186,Low-Voltage Electrical Systems,sca_cp_added_projects,0101000020E6100000139736F5A17F52C09EE80684324E4440,311,20
K186,20,K,P.S. 186,Electrical Systems,sca_cp_added_projects,0101000020E6100000139736F5A17F52C09EE80684324E4440,311,20
K158,19,K,P.S. 158,Low-Voltage Electrical Systems,sca_cp_added_projects,0101000020E61000006213895CA77852C05FD74C6517564440,305,19
K158,19,K,P.S. 158,Auditorium  Upgrade,sca_cp_added_projects,0101000020E61000006213895CA77852C05FD74C6517564440,305,19
K158,19,K,P.S. 158,Technology,sca_cp_added_projects,0101000020E61000006213895CA77852C05FD74C6517564440,305,19
K158,19,K,P.S. 158,Student Toilets,sca_cp_added_projects,0101000020E61000006213895CA77852C05FD74C6517564440,305,19
K158,19,K,P.S. 158,Playgrounds,sca_cp_added_projects,0101000020E61000006213895CA77852C05FD74C6517564440,305,19
K158,19,K,P.S. 158,Lighting Fixtures,sca_cp_added_projects,0101000020E61000006213895CA77852C05FD74C6517564440,305,19
K217,22,K,P.S. 217,Flood Elimination,sca_cp_added_projects,0101000020E61000005C41590ADA7D52C0A52AA24F17514440,314,22
K217,22,K,P.S. 217,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000005C41590ADA7D52C0A52AA24F17514440,314,22
K217,22,K,P.S. 217,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E61000005C41590ADA7D52C0A52AA24F17514440,314,22
K217,22,K,P.S. 217,Parapets,sca_cp_added_projects,0101000020E61000005C41590ADA7D52C0A52AA24F17514440,314,22
K217,22,K,P.S. 217,Student Toilets,sca_cp_added_projects,0101000020E61000005C41590ADA7D52C0A52AA24F17514440,314,22
K217,22,K,P.S. 217,Windows,sca_cp_added_projects,0101000020E61000005C41590ADA7D52C0A52AA24F17514440,314,22
K217,22,K,P.S. 217,Lighting Fixtures,sca_cp_added_projects,0101000020E61000005C41590ADA7D52C0A52AA24F17514440,314,22
K139,22,K,P.S. 139,Student Toilets,sca_cp_added_projects,0101000020E61000000590847AD07D52C04880B6F615524440,314,22
K139,22,K,P.S. 139,Roofs,sca_cp_advanced_projects,0101000020E61000000590847AD07D52C04880B6F615524440,314,22
K139,22,K,P.S. 139,Roofs,sca_cp_added_projects,0101000020E61000000590847AD07D52C04880B6F615524440,314,22
K131,15,K,P.S. 131,Parapets,sca_cp_added_projects,0101000020E610000005D670AA907F52C0EE883E0101524440,312,15
K131,15,K,P.S. 131,Lighting Fixtures,sca_cp_added_projects,0101000020E610000005D670AA907F52C0EE883E0101524440,312,15
K131,15,K,P.S. 131,Roofs,sca_cp_added_projects,0101000020E610000005D670AA907F52C0EE883E0101524440,312,15
K131,15,K,P.S. 131,Flood Elimination,sca_cp_added_projects,0101000020E610000005D670AA907F52C0EE883E0101524440,312,15
K135,18,K,P.S. 135,Student Toilets,sca_cp_added_projects,0101000020E6100000EE0C1469B57B52C015F1988D98534440,317,18
K093,13,K,P.S. 93,Electrical Systems,sca_cp_added_projects,0101000020E610000082A62115927C52C011E1ADC5E8564440,303,13
K093,13,K,P.S. 93,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000082A62115927C52C011E1ADC5E8564440,303,13
K093,13,K,P.S. 93,Lighting Fixtures,sca_cp_added_projects,0101000020E610000082A62115927C52C011E1ADC5E8564440,303,13
K293,15,K,J.H.S. 293,Parapets,sca_cp_added_projects,0101000020E61000005B9A5F75927F52C0D25CC2A3AE574440,306,15
K293,15,K,J.H.S. 293,Student Toilets,sca_cp_added_projects,0101000020E61000005B9A5F75927F52C0D25CC2A3AE574440,306,15
K293,15,K,J.H.S. 293,Library Upgrade,sca_cp_added_projects,0101000020E61000005B9A5F75927F52C0D25CC2A3AE574440,306,15
K183,23,K,P.S. 183,Exterior Masonry,sca_cp_added_projects,0101000020E6100000BFE635EC767A52C06D3627606E544440,316,23
K183,23,K,P.S. 183,Electrical Systems,sca_cp_added_projects,0101000020E6100000BFE635EC767A52C06D3627606E544440,316,23
K183,23,K,P.S. 183,Playground Redevelopment,sca_cp_added_projects,0101000020E6100000BFE635EC767A52C06D3627606E544440,316,23
K290,19,K,P.S. 290,Windows,sca_cp_added_projects,0101000020E61000004BAF5F95EB7852C063BFF734CF564440,305,19
K290,19,K,P.S. 290,Technology,sca_cp_added_projects,0101000020E61000004BAF5F95EB7852C063BFF734CF564440,305,19
K290,19,K,P.S. 290,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000004BAF5F95EB7852C063BFF734CF564440,305,19
K290,19,K,P.S. 290,Parapets,sca_cp_added_projects,0101000020E61000004BAF5F95EB7852C063BFF734CF564440,305,19
K290,19,K,P.S. 290,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E61000004BAF5F95EB7852C063BFF734CF564440,305,19
K290,19,K,P.S. 290,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E61000004BAF5F95EB7852C063BFF734CF564440,305,19
K007,19,K,P.S. 7,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000AC1A6C03DF7752C0230BEC2C36584440,305,19
K007,19,K,P.S. 7,Accessibility,sca_cp_added_projects,0101000020E6100000AC1A6C03DF7752C0230BEC2C36584440,305,19
K007,19,K,P.S. 7,Auditorium  Upgrade,sca_cp_added_projects,0101000020E6100000AC1A6C03DF7752C0230BEC2C36584440,305,19
K007,19,K,P.S. 7,Domestic Piping,sca_cp_added_projects,0101000020E6100000AC1A6C03DF7752C0230BEC2C36584440,305,19
K007,19,K,P.S. 7,Technology,sca_cp_added_projects,0101000020E6100000AC1A6C03DF7752C0230BEC2C36584440,305,19
K007,19,K,P.S. 7,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000AC1A6C03DF7752C0230BEC2C36584440,305,19
K371,75K,K,P.S. 371 (OLD 615),Paved Area-Blacktop,sca_cp_added_projects,0101000020E61000003FD6B8A5548052C080B98241C0534440,307,15
K371,75K,K,P.S. 371 (OLD 615),IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E61000003FD6B8A5548052C080B98241C0534440,307,15
K371,75K,K,P.S. 371 (OLD 615),Student Toilets,sca_cp_added_projects,0101000020E61000003FD6B8A5548052C080B98241C0534440,307,15
K117,13,K,I.S. 117,Cafeteria / Multipurpose Room Upgrade,sca_cp_added_projects,0101000020E6100000B793E9CC527D52C03045EA3E93584440,303,13
K117,13,K,I.S. 117,Roofs,sca_cp_added_projects,0101000020E6100000B793E9CC527D52C03045EA3E93584440,303,13
K117,13,K,I.S. 117,Parapets,sca_cp_added_projects,0101000020E6100000B793E9CC527D52C03045EA3E93584440,303,13
K196,14,K,P.S. 196,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000027754DEC1E7C52C061BC1424BA5A4440,301,14
K196,14,K,P.S. 196,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E610000027754DEC1E7C52C061BC1424BA5A4440,301,14
K196,14,K,P.S. 196,Student Toilets,sca_cp_added_projects,0101000020E610000027754DEC1E7C52C061BC1424BA5A4440,301,14
K196,14,K,P.S. 196,Electrical Systems,sca_cp_added_projects,0101000020E610000027754DEC1E7C52C061BC1424BA5A4440,301,14
K309,16,K,P.S. 309,Playground Redevelopment,sca_cp_added_projects,0101000020E6100000BCBDDCAE297B52C0E1C6E9B213584440,303,16
K309,16,K,P.S. 309,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000BCBDDCAE297B52C0E1C6E9B213584440,303,16
